Order Id,Supplier,Commodity,Order Country,Order Region,Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delay_Days,Late_delivery_risk,Order Item Quantity,Sales
59878,México,Metal Components,México,Central America,Standard Class,4,4,0,0,4,399.9599915
57883,Honduras,Metal Components,Honduras,Central America,Standard Class,4,4,0,0,4,399.9599915
6455,Brasil,Metal Components,Brasil,South America,Standard Class,6,4,2,1,4,399.9599915
6455,Brasil,Interior Components,Brasil,South America,Standard Class,6,4,2,1,4,239.9600067
1907,Argentina,Interior Components,Argentina,South America,Standard Class,3,4,-1,0,4,239.9600067
8148,República Dominicana,Interior Components,República Dominicana,Caribbean,Standard Class,4,4,0,0,4,239.9600067
53664,República Dominicana,Interior Components,República Dominicana,Caribbean,Standard Class,5,4,1,1,4,239.9600067
4953,Cuba,Interior Components,Cuba,Caribbean,Standard Class,4,4,0,0,4,239.9600067
54065,México,Interior Components,México,Central America,Standard Class,6,4,2,1,4,239.9600067
3780,El Salvador,Interior Components,El Salvador,Central America,Standard Class,6,4,2,1,4,239.9600067
6900,Nicaragua,Semiconductors,Nicaragua,Central America,Standard Class,6,4,2,1,4,200.0
56984,México,Semiconductors,México,Central America,Standard Class,5,4,1,1,4,200.0
1529,Cuba,Interior Components,Cuba,Caribbean,Standard Class,5,4,1,1,4,159.9600067
60852,Brasil,Semiconductors,Brasil,South America,Standard Class,3,4,-1,0,4,200.0
51676,Panamá,Semiconductors,Panamá,Central America,Standard Class,2,4,-2,0,4,200.0
54126,Venezuela,Semiconductors,Venezuela,South America,Standard Class,2,4,-2,0,4,200.0
2145,Guatemala,Semiconductors,Guatemala,Central America,Standard Class,6,4,2,1,4,200.0
5230,Nicaragua,Battery Materials,Nicaragua,Central America,Standard Class,6,4,2,1,4,127.9599991
28952,China,Interior Components,China,Eastern Asia,Standard Class,3,4,-1,0,4,99.95999908
20807,Pakistán,Metal Components,Pakistán,South Asia,Standard Class,3,4,-1,0,4,399.9599915
20487,Nepal,Metal Components,Nepal,South Asia,Standard Class,3,4,-1,0,4,399.9599915
25478,Australia,Metal Components,Australia,Oceania,Standard Class,4,4,0,0,4,399.9599915
22199,Australia,Metal Components,Australia,Oceania,Standard Class,5,4,1,1,4,399.9599915
24051,China,Metal Components,China,Eastern Asia,Standard Class,2,4,-2,0,4,399.9599915
28294,India,Metal Components,India,South Asia,Standard Class,5,4,1,1,4,399.9599915
30129,India,Metal Components,India,South Asia,Standard Class,5,4,1,1,4,399.9599915
49277,Arabia Saudí,Metal Components,Arabia Saudí,West Asia,Standard Class,3,4,-1,0,4,399.9599915
28160,India,Metal Components,India,South Asia,Standard Class,6,4,2,1,4,399.9599915
28816,India,Metal Components,India,South Asia,Standard Class,2,4,-2,0,4,399.9599915
30445,Nueva Zelanda,Metal Components,Nueva Zelanda,Oceania,Standard Class,6,4,2,1,4,399.9599915
48655,Turquía,Metal Components,Turquía,West Asia,Standard Class,6,4,2,1,4,399.9599915
50114,Irak,Metal Components,Irak,West Asia,Standard Class,5,4,1,1,4,399.9599915
30889,Nueva Zelanda,Metal Components,Nueva Zelanda,Oceania,Standard Class,5,4,1,1,4,399.9599915
20890,Australia,Interior Components,Australia,Oceania,Standard Class,6,4,2,1,4,239.9600067
22109,China,Interior Components,China,Eastern Asia,Standard Class,5,4,1,1,4,239.9600067
50218,Irán,Interior Components,Irán,South Asia,Standard Class,4,4,0,0,4,239.9600067
43639,Irak,Interior Components,Irak,West Asia,Standard Class,5,4,1,1,4,239.9600067
30423,Australia,Interior Components,Australia,Oceania,Standard Class,4,4,0,0,4,239.9600067
21557,India,Interior Components,India,South Asia,Standard Class,3,4,-1,0,4,239.9600067
41514,Yemen,Interior Components,Yemen,West Asia,Standard Class,5,4,1,1,4,239.9600067
24403,India,Interior Components,India,South Asia,Standard Class,4,4,0,0,4,239.9600067
29732,China,Interior Components,China,Eastern Asia,Standard Class,3,4,-1,0,4,239.9600067
31095,Australia,Interior Components,Australia,Oceania,Standard Class,6,4,2,1,4,239.9600067
49052,Irán,Interior Components,Irán,South Asia,Standard Class,3,4,-1,0,4,239.9600067
27471,Filipinas,Interior Components,Filipinas,Southeast Asia,Standard Class,2,4,-2,0,4,239.9600067
24555,Indonesia,Interior Components,Indonesia,Southeast Asia,Standard Class,6,4,2,1,4,239.9600067
45003,Turquía,Interior Components,Turquía,West Asia,Standard Class,4,4,0,0,4,239.9600067
42005,Turquía,Interior Components,Turquía,West Asia,Standard Class,6,4,2,1,4,239.9600067
44120,Turquía,Interior Components,Turquía,West Asia,Standard Class,6,4,2,1,4,239.9600067
50475,Irán,Interior Components,Irán,South Asia,Standard Class,6,4,2,1,4,239.9600067
24051,China,Interior Components,China,Eastern Asia,Standard Class,2,4,-2,0,4,239.9600067
25376,India,Interior Components,India,South Asia,Standard Class,2,4,-2,0,4,239.9600067
23985,Indonesia,Interior Components,Indonesia,Southeast Asia,Standard Class,6,4,2,1,4,239.9600067
28251,Tailandia,Interior Components,Tailandia,Southeast Asia,Standard Class,2,4,-2,0,4,239.9600067
28359,Australia,Interior Components,Australia,Oceania,Standard Class,5,4,1,1,4,239.9600067
20487,Nepal,Interior Components,Nepal,South Asia,Standard Class,3,4,-1,0,4,239.9600067
45150,Arabia Saudí,Interior Components,Arabia Saudí,West Asia,Standard Class,6,4,2,1,4,239.9600067
44199,Georgia,Interior Components,Georgia,West Asia,Standard Class,5,4,1,1,4,239.9600067
23748,Australia,Interior Components,Australia,Oceania,Standard Class,4,4,0,0,4,239.9600067
28345,India,Interior Components,India,South Asia,Standard Class,6,4,2,1,4,239.9600067
42455,Mongolia,Interior Components,Mongolia,Eastern Asia,Standard Class,6,4,2,1,4,239.9600067
20856,Japón,Semiconductors,Japón,Eastern Asia,Standard Class,2,4,-2,0,4,200.0
21433,Filipinas,Mechanical Assemblies,Filipinas,Southeast Asia,Standard Class,4,4,0,0,4,159.9600067
21846,Indonesia,Interior Components,Indonesia,Southeast Asia,Standard Class,2,4,-2,0,4,159.9600067
20487,Nepal,Semiconductors,Nepal,South Asia,Standard Class,3,4,-1,0,4,200.0
23993,Australia,Semiconductors,Australia,Oceania,Standard Class,4,4,0,0,4,200.0
21648,Australia,Semiconductors,Australia,Oceania,Standard Class,4,4,0,0,4,200.0
25483,India,Semiconductors,India,South Asia,Standard Class,4,4,0,0,4,200.0
26528,Indonesia,Semiconductors,Indonesia,Southeast Asia,Standard Class,4,4,0,0,4,200.0
48655,Turquía,Semiconductors,Turquía,West Asia,Standard Class,6,4,2,1,4,200.0
30895,Australia,Interior Components,Australia,Oceania,Standard Class,6,4,2,1,4,120.0
25478,Australia,Semiconductors,Australia,Oceania,Standard Class,4,4,0,0,4,200.0
28380,China,Semiconductors,China,Eastern Asia,Standard Class,6,4,2,1,4,200.0
25479,Australia,Interior Components,Australia,Oceania,Standard Class,5,4,1,1,4,159.9600067
21846,Indonesia,Semiconductors,Indonesia,Southeast Asia,Standard Class,2,4,-2,0,4,200.0
47463,Irak,Semiconductors,Irak,West Asia,Standard Class,4,4,0,0,4,200.0
21229,Australia,Mechanical Assemblies,Australia,Oceania,Standard Class,5,4,1,1,4,159.9600067
24574,Australia,Interior Components,Australia,Oceania,Standard Class,5,4,1,1,4,159.9600067
30465,Australia,Semiconductors,Australia,Oceania,Standard Class,6,4,2,1,4,200.0
24249,India,Semiconductors,India,South Asia,Standard Class,5,4,1,1,4,200.0
24249,India,Semiconductors,India,South Asia,Standard Class,5,4,1,1,4,200.0
27215,Vietnam,Interior Components,Vietnam,Southeast Asia,Standard Class,6,4,2,1,4,159.9600067
31108,Nueva Zelanda,Interior Components,Nueva Zelanda,Oceania,Standard Class,4,4,0,0,4,159.9600067
30112,Australia,Semiconductors,Australia,Oceania,Standard Class,3,4,-1,0,4,200.0
28638,India,Semiconductors,India,South Asia,Standard Class,4,4,0,0,4,200.0
28025,India,Semiconductors,India,South Asia,Standard Class,6,4,2,1,4,200.0
28905,Tailandia,Semiconductors,Tailandia,Southeast Asia,Standard Class,6,4,2,1,4,200.0
22328,Filipinas,Mechanical Assemblies,Filipinas,Southeast Asia,Standard Class,4,4,0,0,4,120.0
22199,Australia,Interior Components,Australia,Oceania,Standard Class,5,4,1,1,4,120.0
30714,Nueva Zelanda,Semiconductors,Nueva Zelanda,Oceania,Standard Class,5,4,1,1,4,200.0
23477,Australia,Semiconductors,Australia,Oceania,Standard Class,3,4,-1,0,4,200.0
27697,China,Interior Components,China,Eastern Asia,Standard Class,3,4,-1,0,4,159.9600067
48171,Turquía,Semiconductors,Turquía,West Asia,Standard Class,2,4,-2,0,4,200.0
41330,Turquía,Semiconductors,Turquía,West Asia,Standard Class,6,4,2,1,4,200.0
43623,Irak,Plastic Components,Irak,West Asia,Standard Class,4,4,0,0,4,99.95999908
31095,Australia,Battery Materials,Australia,Oceania,Standard Class,6,4,2,1,4,191.9600067
31220,Nueva Zelanda,Interior Components,Nueva Zelanda,Oceania,Standard Class,6,4,2,1,4,63.95999908
30423,Australia,Battery Materials,Australia,Oceania,Standard Class,4,4,0,0,4,191.9600067
21648,Australia,Semiconductors,Australia,Oceania,Standard Class,4,4,0,0,4,71.95999908
27556,China,Battery Materials,China,Eastern Asia,Standard Class,2,4,-2,0,4,191.9600067
50689,Qatar,Battery Materials,Qatar,West Asia,Standard Class,5,4,1,1,4,207.9600067
50434,Arabia Saudí,Semiconductors,Arabia Saudí,West Asia,Standard Class,5,4,1,1,4,71.95999908
21720,Australia,Battery Materials,Australia,Oceania,Standard Class,6,4,2,1,4,191.9600067
24651,India,Battery Materials,India,South Asia,Standard Class,2,4,-2,0,4,127.9599991
23525,Australia,Metal Components,Australia,Oceania,Standard Class,6,4,2,1,4,399.9599915
22112,China,Interior Components,China,Eastern Asia,Standard Class,3,4,-1,0,4,239.9600067
20853,India,Interior Components,India,South Asia,Standard Class,4,4,0,0,4,239.9600067
31287,Australia,Interior Components,Australia,Oceania,Standard Class,3,4,-1,0,4,239.9600067
43376,Uzbekistán,Interior Components,Uzbekistán,Central Asia,Standard Class,2,4,-2,0,4,239.9600067
44958,Turquía,Interior Components,Turquía,West Asia,Standard Class,4,4,0,0,4,239.9600067
24651,India,Interior Components,India,South Asia,Standard Class,2,4,-2,0,4,239.9600067
31287,Australia,Semiconductors,Australia,Oceania,Standard Class,3,4,-1,0,4,200.0
20853,India,Semiconductors,India,South Asia,Standard Class,4,4,0,0,4,200.0
31287,Australia,Semiconductors,Australia,Oceania,Standard Class,3,4,-1,0,4,200.0
24479,Australia,Mechanical Assemblies,Australia,Oceania,Standard Class,5,4,1,1,4,280.0
44511,Turquía,Semiconductors,Turquía,West Asia,Standard Class,2,4,-2,0,4,200.0
30510,Nueva Zelanda,Interior Components,Nueva Zelanda,Oceania,Standard Class,6,4,2,1,4,159.9600067
26466,Australia,Semiconductors,Australia,Oceania,Standard Class,2,4,-2,0,4,200.0
49742,Turquía,Semiconductors,Turquía,West Asia,Standard Class,3,4,-1,0,4,200.0
36935,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,6,4,2,1,4,179.9600067
36535,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,6,4,2,1,4,399.9599915
33815,Estados Unidos,Battery Materials,Estados Unidos,US Center ,Standard Class,6,4,2,1,4,179.9600067
33693,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,4,4,0,0,4,399.9599915
37740,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,6,4,2,1,4,399.9599915
35287,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,3,4,-1,0,4,239.9600067
32516,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,2,4,-2,0,4,239.9600067
32759,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,5,4,1,1,4,239.9600067
39629,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,5,4,1,1,4,239.9600067
35093,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,4,239.9600067
32501,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,2,4,-2,0,4,239.9600067
38046,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,2,4,-2,0,4,239.9600067
32726,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,2,4,-2,0,4,239.9600067
36943,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,4,4,0,0,4,239.9600067
37395,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,6,4,2,1,4,239.9600067
34493,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,4,4,0,0,4,239.9600067
38690,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,4,239.9600067
50954,Canada,Interior Components,Canada,Canada,Standard Class,5,4,1,1,4,239.9600067
34124,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,5,4,1,1,4,239.9600067
33305,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,6,4,2,1,4,239.9600067
48406,Canada,Interior Components,Canada,Canada,Standard Class,2,4,-2,0,4,239.9600067
39552,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,3,4,-1,0,4,200.0
34138,Estados Unidos,Mechanical Assemblies,Estados Unidos,South of  USA ,Standard Class,4,4,0,0,4,100.0
32109,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,5,4,1,1,4,200.0
38969,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,5,4,1,1,4,200.0
32955,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,4,159.9600067
40379,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,5,4,1,1,4,159.9600067
36739,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,5,4,1,1,4,200.0
36248,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,4,4,0,0,4,200.0
38215,Estados Unidos,Mechanical Assemblies,Estados Unidos,West of USA ,Standard Class,6,4,2,1,4,280.0
32875,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,6,4,2,1,4,200.0
38182,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,3,4,-1,0,4,159.9600067
40330,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,6,4,2,1,4,159.9600067
36650,Estados Unidos,Semiconductors,Estados Unidos,South of  USA ,Standard Class,6,4,2,1,4,200.0
36100,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,6,4,2,1,4,200.0
33599,Estados Unidos,Semiconductors,Estados Unidos,South of  USA ,Standard Class,5,4,1,1,4,200.0
31872,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,3,4,-1,0,4,200.0
36885,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,6,4,2,1,4,200.0
37992,Estados Unidos,Battery Materials,Estados Unidos,East of USA,Standard Class,3,4,-1,0,4,191.9600067
36859,Estados Unidos,Battery Materials,Estados Unidos,South of  USA ,Standard Class,5,4,1,1,4,191.9600067
34076,Estados Unidos,Battery Materials,Estados Unidos,South of  USA ,Standard Class,2,4,-2,0,4,207.9600067
38203,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,4,4,0,0,4,79.95999908
31752,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,3,4,-1,0,4,63.95999908
33093,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,4,4,0,0,4,139.9600067
38543,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,4,4,0,0,4,399.9599915
35793,Estados Unidos,Metal Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,4,399.9599915
40986,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,2,4,-2,0,4,159.9600067
39984,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,5,4,1,1,4,200.0
32395,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,4,159.9600067
33945,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,6,4,2,1,4,159.9600067
36595,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,4,159.9600067
35793,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,4,159.9600067
38764,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,5,4,1,1,4,200.0
48602,Mali,Metal Components,Mali,West Africa,Standard Class,3,4,-1,0,5,499.9500122
49208,Egipto,Interior Components,Egipto,North Africa,Standard Class,4,4,0,0,5,299.9500122
49013,Camerún,Interior Components,Camerún,Central Africa,Standard Class,4,4,0,0,5,299.9500122
46644,Mali,Interior Components,Mali,West Africa,Standard Class,5,4,1,1,5,299.9500122
48670,Guinea,Interior Components,Guinea,West Africa,Standard Class,6,4,2,1,5,299.9500122
42106,República Democrática del Congo,Interior Components,República Democrática del Congo,Central Africa,Standard Class,2,4,-2,0,5,199.9499969
46009,Egipto,Semiconductors,Egipto,North Africa,Standard Class,5,4,1,1,5,250.0
43445,Zimbabue,Semiconductors,Zimbabue,East Africa,Standard Class,6,4,2,1,5,250.0
51069,Egipto,Interior Components,Egipto,North Africa,Standard Class,5,4,1,1,5,199.9499969
48602,Mali,Semiconductors,Mali,West Africa,Standard Class,3,4,-1,0,5,250.0
42736,República Centroafricana,Interior Components,República Centroafricana,Central Africa,Standard Class,2,4,-2,0,5,199.9499969
46984,República Democrática del Congo,Interior Components,República Democrática del Congo,Central Africa,Standard Class,5,4,1,1,5,199.9499969
47126,Uganda,Semiconductors,Uganda,East Africa,Standard Class,2,4,-2,0,5,250.0
49989,Nigeria,Semiconductors,Nigeria,West Africa,Standard Class,5,4,1,1,5,250.0
46828,SudAfrica,Interior Components,SudAfrica,Southern Africa,Standard Class,4,4,0,0,5,199.9499969
44725,Camerún,Semiconductors,Camerún,Central Africa,Standard Class,6,4,2,1,5,250.0
41840,Mauritania,Battery Materials,Mauritania,West Africa,Standard Class,6,4,2,1,5,259.9500122
48834,SudAfrica,Battery Materials,SudAfrica,Southern Africa,Standard Class,5,4,1,1,5,239.9499969
51033,Nigeria,Battery Materials,Nigeria,West Africa,Standard Class,4,4,0,0,5,259.9500122
44578,Egipto,Interior Components,Egipto,North Africa,Standard Class,4,4,0,0,5,79.94999695
42317,Marruecos,Metal Components,Marruecos,North Africa,Standard Class,3,4,-1,0,5,499.9500122
50148,Tanzania,Interior Components,Tanzania,East Africa,Standard Class,4,4,0,0,5,299.9500122
44957,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,3,4,-1,0,5,299.9500122
44280,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,6,4,2,1,5,299.9500122
50323,Egipto,Semiconductors,Egipto,North Africa,Standard Class,4,4,0,0,5,250.0
44280,Nigeria,Semiconductors,Nigeria,West Africa,Standard Class,6,4,2,1,5,250.0
43229,Costa de Marfil,Interior Components,Costa de Marfil,West Africa,Standard Class,5,4,1,1,5,199.9499969
47574,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,5,4,1,1,5,199.9499969
47574,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,5,4,1,1,5,199.9499969
42484,República Democrática del Congo,Plastic Components,República Democrática del Congo,Central Africa,Standard Class,5,4,1,1,5,124.9499969
18252,Alemania,Interior Components,Alemania,Western Europe,Standard Class,3,4,-1,0,5,124.9499969
16375,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,5,224.9499969
63577,Dinamarca,Metal Components,Dinamarca,Northern Europe,Standard Class,3,4,-1,0,5,499.9500122
66804,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,5,4,1,1,5,449.9500122
67221,Francia,Metal Components,Francia,Western Europe,Standard Class,2,4,-2,0,5,499.9500122
15561,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,2,4,-2,0,5,499.9500122
67175,Países Bajos,Metal Components,Países Bajos,Western Europe,Standard Class,6,4,2,1,5,499.9500122
68246,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,2,4,-2,0,5,499.9500122
19936,Suecia,Metal Components,Suecia,Northern Europe,Standard Class,2,4,-2,0,5,499.9500122
64723,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,4,4,0,0,5,499.9500122
11199,Alemania,Metal Components,Alemania,Western Europe,Standard Class,5,4,1,1,5,499.9500122
68003,Dinamarca,Metal Components,Dinamarca,Northern Europe,Standard Class,4,4,0,0,5,499.9500122
11737,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,5,499.9500122
47333,Rusia,Metal Components,Rusia,Eastern Europe,Standard Class,4,4,0,0,5,499.9500122
67992,Francia,Metal Components,Francia,Western Europe,Standard Class,3,4,-1,0,5,499.9500122
62689,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,5,4,1,1,5,499.9500122
19282,Francia,Metal Components,Francia,Western Europe,Standard Class,3,4,-1,0,5,499.9500122
62118,Francia,Metal Components,Francia,Western Europe,Standard Class,4,4,0,0,5,499.9500122
15697,Alemania,Metal Components,Alemania,Western Europe,Standard Class,3,4,-1,0,5,499.9500122
17831,Alemania,Metal Components,Alemania,Western Europe,Standard Class,2,4,-2,0,5,499.9500122
47432,Rumania,Semiconductors,Rumania,Eastern Europe,Standard Class,3,4,-1,0,5,274.8500061
12576,España,Metal Components,España,Southern Europe,Standard Class,2,4,-2,0,5,499.9500122
68789,Alemania,Metal Components,Alemania,Western Europe,Standard Class,5,4,1,1,5,499.9500122
20086,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,2,4,-2,0,5,499.9500122
12567,Italia,Metal Components,Italia,Southern Europe,Standard Class,3,4,-1,0,5,499.9500122
10912,Francia,Metal Components,Francia,Western Europe,Standard Class,3,4,-1,0,5,499.9500122
61683,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,4,4,0,0,5,499.9500122
66626,Alemania,Metal Components,Alemania,Western Europe,Standard Class,2,4,-2,0,5,499.9500122
12561,Francia,Metal Components,Francia,Western Europe,Standard Class,2,4,-2,0,5,499.9500122
16406,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,5,299.9500122
68246,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,2,4,-2,0,5,299.9500122
16406,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,5,299.9500122
64187,Francia,Interior Components,Francia,Western Europe,Standard Class,3,4,-1,0,5,299.9500122
18476,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,5,299.9500122
19955,Alemania,Interior Components,Alemania,Western Europe,Standard Class,6,4,2,1,5,299.9500122
19592,Francia,Interior Components,Francia,Western Europe,Standard Class,3,4,-1,0,5,299.9500122
44761,Polonia,Interior Components,Polonia,Eastern Europe,Standard Class,2,4,-2,0,5,299.9500122
64630,Noruega,Interior Components,Noruega,Northern Europe,Standard Class,6,4,2,1,5,299.9500122
14421,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,2,4,-2,0,5,299.9500122
65631,Alemania,Interior Components,Alemania,Western Europe,Standard Class,2,4,-2,0,5,299.9500122
14679,Francia,Interior Components,Francia,Western Europe,Standard Class,5,4,1,1,5,299.9500122
66151,Italia,Interior Components,Italia,Southern Europe,Standard Class,2,4,-2,0,5,299.9500122
13876,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,5,299.9500122
68796,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,5,299.9500122
15697,Alemania,Interior Components,Alemania,Western Europe,Standard Class,3,4,-1,0,5,299.9500122
10891,Italia,Interior Components,Italia,Southern Europe,Standard Class,2,4,-2,0,5,299.9500122
62689,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,5,4,1,1,5,299.9500122
12567,Italia,Interior Components,Italia,Southern Europe,Standard Class,3,4,-1,0,5,299.9500122
11744,Países Bajos,Interior Components,Países Bajos,Western Europe,Standard Class,5,4,1,1,5,299.9500122
19258,Irlanda,Interior Components,Irlanda,Northern Europe,Standard Class,4,4,0,0,5,299.9500122
65888,Países Bajos,Interior Components,Países Bajos,Western Europe,Standard Class,4,4,0,0,5,299.9500122
11459,Italia,Interior Components,Italia,Southern Europe,Standard Class,5,4,1,1,5,299.9500122
64476,Alemania,Interior Components,Alemania,Western Europe,Standard Class,2,4,-2,0,5,299.9500122
65036,Alemania,Interior Components,Alemania,Western Europe,Standard Class,2,4,-2,0,5,299.9500122
47432,Rumania,Interior Components,Rumania,Eastern Europe,Standard Class,3,4,-1,0,5,299.9500122
68665,España,Interior Components,España,Southern Europe,Standard Class,6,4,2,1,5,299.9500122
12511,Italia,Interior Components,Italia,Southern Europe,Standard Class,2,4,-2,0,5,299.9500122
48194,Bulgaria,Interior Components,Bulgaria,Eastern Europe,Standard Class,5,4,1,1,5,299.9500122
62655,España,Interior Components,España,Southern Europe,Standard Class,6,4,2,1,5,299.9500122
14778,Austria,Interior Components,Austria,Western Europe,Standard Class,4,4,0,0,5,299.9500122
10334,Alemania,Interior Components,Alemania,Western Europe,Standard Class,5,4,1,1,5,299.9500122
48194,Bulgaria,Interior Components,Bulgaria,Eastern Europe,Standard Class,5,4,1,1,5,299.9500122
13657,Alemania,Interior Components,Alemania,Western Europe,Standard Class,3,4,-1,0,5,299.9500122
41606,Polonia,Interior Components,Polonia,Eastern Europe,Standard Class,2,4,-2,0,5,299.9500122
64748,España,Interior Components,España,Southern Europe,Standard Class,4,4,0,0,5,199.9499969
12489,Alemania,Interior Components,Alemania,Western Europe,Standard Class,5,4,1,1,5,199.9499969
11855,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,6,4,2,1,5,199.9499969
67463,Países Bajos,Interior Components,Países Bajos,Western Europe,Standard Class,4,4,0,0,5,199.9499969
16169,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,5,4,1,1,5,250.0
18930,Dinamarca,Semiconductors,Dinamarca,Northern Europe,Standard Class,6,4,2,1,5,250.0
16147,Italia,Semiconductors,Italia,Southern Europe,Standard Class,3,4,-1,0,5,250.0
15668,Finlandia,Interior Components,Finlandia,Northern Europe,Standard Class,4,4,0,0,5,199.9499969
19097,Alemania,Interior Components,Alemania,Western Europe,Standard Class,3,4,-1,0,5,199.9499969
67221,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,5,250.0
19836,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,5,250.0
41987,Polonia,Semiconductors,Polonia,Eastern Europe,Standard Class,3,4,-1,0,5,250.0
64723,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,4,4,0,0,5,250.0
62092,Francia,Interior Components,Francia,Western Europe,Standard Class,3,4,-1,0,5,199.9499969
67962,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,5,250.0
65657,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,5,250.0
12040,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,5,250.0
16376,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,5,250.0
64999,Austria,Semiconductors,Austria,Western Europe,Standard Class,5,4,1,1,5,250.0
61769,Francia,Semiconductors,Francia,Western Europe,Standard Class,5,4,1,1,5,250.0
13708,Austria,Semiconductors,Austria,Western Europe,Standard Class,4,4,0,0,5,250.0
63471,Italia,Semiconductors,Italia,Southern Europe,Standard Class,2,4,-2,0,5,250.0
19542,España,Semiconductors,España,Southern Europe,Standard Class,3,4,-1,0,5,250.0
19282,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,5,250.0
